"address","_c1","rank"
"063XX N GLENWOOD AV","16","35798"
"034XX W SCHRAEDER DR","16","35798"
"063XX N KNOX AVE","16","35798"
"010XX S SPRINGFIELD AV","16","35798"
"061XX W NORTH AV","16","35798"
"025XX N MARSHFIELD AV","16","35798"
"021XX N NARRAGANSETT AV","16","35798"
"015XX W ROSEMONT AV","16","35798"
"083XX S EXCHANGE AV","16","35798"
"012XX W 97 PL","16","35798"
"035XX W 15 ST","16","35798"
"066XX W CORNELIA AVE","16","35798"
"122XX S HARVARD AV","16","35798"
"021XX N LAPORTE AV","16","35798"
"067XX N CHICORA AVE","16","35798"
"136XX S AVENUE O","16","35798"
"004XX N ARTESIAN AV","16","35798"
"009XX S BELL AV","16","35798"
"011XX E 64TH ST","16","35798"
"013XX N STATE ST","16","35798"
"013XX W 82 ST","16","35798"
"014XX W 105 ST","16","35798"
"016XX N NEVA AVE","16","35798"
"018XX S CALIFORNIA AV","16","35798"
"018XX W CONGRESS PW","16","35798"
"024XX N LECLAIRE AV","16","35798"
"026XX N SOUTHPORT AV","16","35798"
"028XX E 88TH ST","16","35798"
"031XX N DRAKE AV","16","35798"
"039XX N ALBANY AV","16","35798"
"039XX W 86TH ST","16","35798"
"046XX W LAWRENCE AV","16","35798"
"050XX S FAIRFIELD AV","16","35798"
"052XX W DICKENS AVE","16","35798"
"054XX N FRANCISCO AVE","16","35798"
"057XX N CUMBERLAND AVE","16","35798"
"059XX S NATCHEZ AVE","16","35798"
"067XX N CALDWELL AVE","16","35798"
"067XX N HERMITAGE AV","16","35798"
"078XX S OAKLEY AVE","16","35798"
"098XX S WINCHESTER AVE","16","35798"
"106XX S LANGLEY AV","16","35798"
"111XX S PARNELL AV","16","35798"
"033XX N AVONDALE AVE","16","35798"
"047XX N LUNA AVE","16","35798"
"043XX W WAVELAND AVE","16","35798"
"096XX S COMMERCIAL AV","16","35798"
"041XX W 77 PL","16","35798"
"040XX W CULLOM AV","16","35798"
"002XX W 26 ST","16","35798"
"049XX W BERWYN AVE","16","35798"
"039XX W 48TH ST","16","35798"
"050XX S SEELEY AV","16","35798"
"038XX N NORA AV","16","35798"
"111XX S ELLIS AVE","16","35798"
"035XX W 62 ST","16","35798"
"079XX S KOSTNER AV","16","35798"
"033XX N KIMBALL AV","16","35798"
"009XX W BUENA AV","16","35798"
"067XX N MAPLEWOOD AV","16","35798"
"018XX W 107TH PL","16","35798"
"008XX W BELDEN AV","16","35798"
"008XX W 31 ST","16","35798"
"081XX S KEATING AV","16","35798"
"057XX N MASON AVE","16","35798"
"028XX S RIDGEWAY AV","16","35798"
"0000X E 44TH ST","16","35798"
"059XX N NEVA AVE","16","35798"
"090XX S COTTAGE GROVE AV","16","35798"
"021XX W 49TH ST","16","35798"
"026XX W BERWYN AV","16","35798"
"088XX S GENOA AVE","16","35798"
"024XX W PENSACOLA AV","16","35798"
"023XX S AVERS AV","16","35798"
"013XX N MONITOR AV","16","35798"
"019XX E 90TH ST","16","35798"
"049XX S KOMENSKY AV","16","35798"
"070XX N OAKLEY AVE","16","35798"
"101XX S EMERALD AV","16","35798"
"055XX S FAIRFIELD AV","16","35798"
"003XX E 119 ST","16","35798"
"014XX E 90TH ST","16","35798"
"045XX S COTTAGE GROVE AV","16","35798"
"040XX W WARWICK AV","16","35798"
"019XX E 87 ST","16","35798"
"011XX S KOLMAR AVE","16","35798"
"014XX W 47 ST","16","35798"
"020XX S WENTWORTH AV","16","35798"
"039XX S VINCENNES AV","16","35798"
"018XX S MARSHFIELD AVE","16","35798"
"065XX W RAVEN ST","16","35798"
"077XX W NORTH SHORE AVE","16","35798"
"060XX S KILDARE AV","16","35798"
"026XX W GRAND AV","16","35798"
"0000X N KILBOURN AV","16","35798"
"087XX S DANTE AV","16","35798"
"043XX W CONGRESS PW","16","35798"
"050XX S DORCHESTER AV","16","35798"
"019XX S KILBOURN AVE","16","35798"
"016XX W JACKSON BL","16","35798"
"011XX E 73 ST","16","35798"
"063XX S MAYFIELD AVE","16","35798"
"069XX S EBERHART AV","16","35798"
"040XX S HALSTED ST","16","35798"
"018XX N NARRAGANSETT AV","16","35798"
"005XX S KOSTNER AV","16","35798"
"021XX W 54 PL","16","35798"
"008XX E 88 PL","16","35798"
"008XX W 47TH PL","16","35798"
"006XX E 37 PL","16","35798"
"015XX W 17 ST","16","35798"
"015XX S SACRAMENTO DR","16","35798"
"019XX N KENNETH AV","16","35798"
"019XX N KEDVALE AV","16","35798"
"050XX S DR MARTN LUTHR KING JR DR","16","35798"
"023XX W WILSON AV","16","35798"
"063XX N MINNEHAHA AVE","16","35798"
"063XX N LEADER AVE","16","35798"
"069XX W DICKENS AVE","16","35798"
"014XX N HAMLIN AV","16","35798"
"136XX S BRAINARD AV","16","35798"
"106XX S SEELEY AVE","16","35798"
"013XX E 71 PL","16","35798"
"020XX W MONTROSE AV","16","35798"
"066XX S HAMLIN AVE","16","35798"
"059XX S NAGLE AVE","16","35798"
"050XX W BELMONT AV","16","35798"
"059XX N NORTHWEST HW","16","35798"
"052XX W LELAND AVE","16","35798"
"012XX N MONITOR AV","16","35798"
"021XX E 93 ST","16","35798"
"110XX S UNION AV","16","35798"
"094XX S MICHIGAN AV","16","35798"
"112XX S CHAMPLAIN AV","16","35798"
"001XX E 53RD ST","16","35798"
"031XX W 42 ST","16","35798"
"048XX N LAKE SHORE DR NB","16","35798"
"055XX W SCHUBERT AV","16","35798"
"052XX N ORIOLE AVE","16","35798"
"047XX N SEELEY AVE","16","35798"
"035XX N WILTON AV","16","35798"
"033XX N KENNETH AV","16","35798"
"082XX S CHAMPLAIN AV","16","35798"
"087XX S LUELLA AV","16","35798"
"096XX S YALE AV","16","35798"
"116XX S WENTWORTH AV","16","35798"
"044XX N CHRISTIANA AV","16","35798"
"017XX E 82ND ST","16","35798"
"010XX W 77 ST","16","35798"
"047XX N ASHLAND AV","16","35798"
"063XX S MEADE AVE","16","35798"
"021XX W 103RD ST","16","35798"
"014XX S LUMBER ST","16","35798"
"028XX S EMERALD AV","16","35798"
"010XX W BELDEN AV","16","35798"
"103XX S WALDEN PW","16","35798"
"065XX N OCONTO AVE","16","35798"
"020XX S JEFFERSON ST","16","35798"
"014XX W 31ST ST","16","35798"
"003XX N FRANCISCO AV","16","35798"
"006XX S KILPATRICK AV","16","35798"
"107XX S ABERDEEN ST","16","35798"
"021XX W 76TH PL","16","35798"
"052XX S LUNA AV","16","35798"
"033XX N LARAMIE AV","16","35798"
"021XX W BARRY AV","16","35798"
"053XX W BERTEAU AV","16","35798"
"042XX N FRANCISCO AV","16","35798"
"019XX W DICKENS AV","16","35798"
"113XX S LOWE AV","16","35798"
"071XX S MILLARD AV","16","35798"
"096XX S LAFAYETTE AVE","16","35798"
"137XX S JEFFERY AVE","16","35798"
"022XX N MONTICELLO AV","16","35798"
"112XX S WENTWORTH AV","16","35798"
"014XX E 59 ST","16","35798"
"016XX S NEWBERRY AVE","16","35798"
"013XX S KARLOV AV","16","35798"
"006XX W 52ND ST","16","35798"
"038XX W 71 ST","16","35798"
"005XX N STREETER DR","16","35798"
"010XX E 79 ST","16","35798"
"031XX N KEDZIE AV","16","35798"
"017XX W PIERCE AV","16","35798"
"003XX S KOSTNER AV","16","35798"
"020XX S KILDARE AV","16","35798"
"007XX W WAYMAN ST","16","35798"
"011XX W 110 ST","16","35798"
"056XX W SUNNYSIDE AVE","16","35798"
"033XX W 52ND ST","16","35798"
"038XX W 107TH PL","16","35798"
"005XX W 31 ST","16","35798"
"049XX W OAKDALE AV","16","35798"
"009XX W 19 ST","16","35798"
"033XX S EMERALD AV","16","35798"
"052XX S COTTAGE GROVE AV","16","35798"
"052XX S CHRISTIANA AV","16","35798"
"062XX W WABANSIA AV","16","35798"
"106XX S MILLARD AVE","16","35798"
"033XX W MANN DR","16","35798"
"004XX W 110 PL","16","35798"
"025XX W 43 ST","16","35798"
"032XX N ORANGE AVE","16","35798"
"035XX W MCLEAN AV","16","35798"
"089XX S CRANDON AV","16","35798"
"010XX W 34 PL","16","35798"
"015XX S KEDVALE AV","16","35798"
"018XX N MAJOR AVE","16","35798"
"013XX W 80 ST","16","35798"
"026XX N SPRINGFIELD AV","16","35798"
"079XX S EUCLID AV","16","35798"
"026XX N LAMON AV","16","35798"
"020XX E 70 ST","16","35798"
"022XX N LAMON AV","16","35798"
"025XX W SHAKESPEARE AV","16","35798"
"025XX S FEDERAL ST","16","35798"
"031XX S KEDVALE AV","16","35798"
"026XX S TRIPP AV","16","35798"
"011XX W CORNELIA AV","16","35798"
"017XX E 74 ST","16","35798"
"004XX E 114TH ST","16","35798"
"057XX N NEWCASTLE AVE","16","35798"
"103XX S KING DR","16","35798"
"081XX S LAWNDALE AVE","16","35798"
"035XX W ARDMORE AVE","16","35798"
"0000X W 57TH ST","16","35798"
"018XX W DEVON AV","16","35798"
"078XX S STEWART AV","16","35798"
"024XX W 15TH ST","16","35798"
"032XX S MICHIGAN AV","16","35798"
"063XX N HARLEM AVE","16","35798"
"052XX S KILDARE AV","16","35798"
"055XX S WESTERN AV","16","35798"
"067XX W BERENICE AVE","16","35798"
"106XX S VINCENNES AV","16","35798"
"083XX S WABASH AV","16","35798"
"071XX S CALUMET AV","16","35798"
"013XX S WASHTENAW AV","16","35798"
"053XX N LAKE SHORE DR NB","16","35798"
"032XX S KOSTNER AVE","16","35798"
"080XX S CONSTANCE AV","16","35798"
"054XX N ARTESIAN AV","16","35798"
"0000X E 72 ST","16","35798"
"020XX W 83 ST","16","35798"
"044XX W 30TH ST","16","35798"
"010XX W 69 ST","16","35798"
"038XX N ST LOUIS AV","16","35798"
"030XX N MASON AV","16","35798"
"084XX S WHIPPLE ST","16","35798"
"120XX S EWING AVE","16","35798"
"113XX S HERMOSA AV","16","35798"
"038XX N KIMBALL AV","16","35798"
"072XX S MILLARD AV","16","35798"
"028XX W 111TH ST","16","35798"
"020XX N LECLAIRE AV","16","35798"
"106XX S BELL AVE","16","35798"
"014XX W THORNDALE AV","16","35798"
"011XX E 72 ST","16","35798"
"055XX W 54TH ST","16","35798"
"045XX W LAWRENCE AV","16","35798"
"008XX W 34 PL","16","35798"
"028XX N RUTHERFORD AV","16","35798"
"064XX S KIMBARK AV","16","35798"
"024XX S WASHTENAW AV","16","35798"
"042XX N CENTRAL PARK AV","16","35798"
"039XX N KILPATRICK AVE","16","35798"
"033XX W DEVON AVE","16","35798"
"010XX E 42ND PL","16","35798"
"072XX N DAMEN AV","16","35798"
"0000X E BENTON PL","16","35798"
"028XX N KOSTNER AV","16","35798"
"069XX N BELL AV","16","35798"
"078XX S CHAPPEL AV","16","35798"
"020XX W GRANVILLE AV","16","35798"
"003XX E 93RD ST","16","35798"
"051XX S ARTESIAN AV","16","35798"
"017XX E 103 ST","16","35798"
"068XX S CHAPPEL AV","16","35798"
"045XX S OAKENWALD AV","16","35798"
"055XX N SPAULDING AV","16","35798"
"005XX W FULLERTON AV","16","35798"
"024XX W GREENLEAF AV","16","35798"
"032XX S KEDZIE AV","16","35798"
"069XX S CALIFORNIA AV","16","35798"
"056XX W CORNELIA AV","16","35798"
"026XX S KEDVALE AV","16","35798"
"028XX W TOUHY AV","16","35798"
"021XX W EVERGREEN AV","16","35798"
"016XX W MONTVALE AV","16","35798"
"088XX S CREGIER AV","16","35798"
"080XX S YATES BL","16","35798"
"033XX S UNION AV","16","35798"
"047XX S WENTWORTH AV","16","35798"
"030XX W 64 ST","16","35798"
"008XX E 138TH ST","16","35798"
"049XX S DR MARTIN LUTHER KING JR SD","16","35798"
"044XX W 16 ST","16","35798"
"049XX W ROOSEVELT RD","16","35798"
"032XX W 53 ST","16","35798"
"008XX W 54 PL","16","35798"
"041XX W 13 ST","16","35798"
"065XX S LOOMIS BL","16","35798"
"023XX W 48TH PL","16","35798"
"136XX S CALHOUN AVE","16","35798"
"095XX W FOSTER AVE","16","35798"
"092XX S PARNELL AV","16","35798"
"065XX N ARTESIAN AV","16","35798"
"039XX W WRIGHTWOOD AV","16","35798"
"024XX W 18TH ST","16","35798"
"019XX S CALIFORNIA AV","16","35798"
"039XX N HARLEM AV","16","35798"
"002XX W 107 PL","16","35798"
"038XX W 81 ST","16","35798"
"122XX S STEWART AV","16","35798"
"047XX S TRIPP AV","16","35798"
"063XX W FITCH AVE","16","35798"
"051XX S LOOMIS ST","16","35798"
"082XX W CATHERINE AVE","16","35798"
"037XX S COTTAGE GROVE","16","35798"
"105XX S PRAIRIE AV","16","35798"
"037XX N FRANCISCO AV","16","35798"
"014XX E 79 ST","16","35798"
"018XX N WOLCOTT AV","16","35798"
"028XX S SACRAMENTO AV","16","35798"
"057XX W 62ND ST","16","35798"
"013XX N KOSTNER AV","16","35798"
"110XX S RIDGEWAY AVE","16","35798"
"005XX S AUSTIN BLVD","16","35798"
"050XX S KEATING AV","16","35798"
"033XX N LINCOLN AV","16","35798"
"033XX N ALBANY AV","16","35798"
"081XX W HIGGINS AV","16","35798"
"017XX E 73 PL","16","35798"
"059XX S NASHVILLE AVE","16","35798"
"049XX W 64TH ST","16","35798"
"009XX S KILPATRICK AVE","16","35798"
"007XX W 36TH ST","16","35798"
"009XX S FINANCIAL PL","16","35798"
"107XX S HOXIE AV","16","35798"
"010XX W 54TH ST","16","35798"
"033XX W 112TH PL","16","35798"
"065XX N WAUKESHA AVE","16","35798"
"108XX S FAIRFIELD AVE","16","35798"
"001XX N LOWER WACKER DR","16","35798"
"019XX N HUDSON AV","16","35798"
"008XX W DIVERSEY PW","16","35798"
"109XX S KING DR","16","35798"
"031XX N MAJOR AV","16","35798"
"090XX S DANTE AV","16","35798"
"023XX S PAULINA ST","16","35798"
"035XX S IRON ST","16","35798"
"063XX W SCHUBERT AVE","16","35798"
"030XX W 103RD ST","16","35798"
"022XX N KEDZIE AV","16","35798"
"009XX W 18 ST","16","35798"
"062XX S EMERALD AV","16","35798"
"049XX S LAPORTE AV","16","35798"
"016XX W 102ND ST","16","35798"
"047XX S RIDGEWAY AV","16","35798"
"055XX W WRIGHTWOOD AV","16","35798"
"046XX W WARWICK AV","16","35798"
"060XX S NATOMA AV","15","36453"
"058XX N OVERHILL AVE","15","36453"
"076XX W MYRTLE AVE","15","36453"
"047XX W KINZIE ST","15","36453"
"092XX S DREXEL AV","15","36453"
"072XX S ALBANY AV","15","36453"
"011XX N MONITOR AV","15","36453"
"048XX W FOSTER AV","15","36453"
"0000X E 99 PL","15","36453"
"081XX S ARTESIAN AV","15","36453"
"010XX W FULTON ST","15","36453"
"038XX N NARRAGANSETT AV","15","36453"
"088XX S YATES BLVD","15","36453"
"037XX W 68 PL","15","36453"
"051XX N MERRIMAC AVE","15","36453"
"044XX W FOSTER AVE","15","36453"
"068XX N WESTERN AV","15","36453"
"027XX S KEDZIE AV","15","36453"
"024XX E 89TH ST","15","36453"
"006XX E 85 ST","15","36453"
"052XX W NEWPORT AV","15","36453"
"114XX S PRINCETON AV","15","36453"
"014XX W 61 ST","15","36453"
"007XX E 130 PL","15","36453"
"031XX N ELSTON AV","15","36453"
"054XX N MEADE AVE","15","36453"
"100XX S FAIRFIELD AVE","15","36453"
"009XX S MONITOR AV","15","36453"
"023XX W 23 PL","15","36453"
"035XX W ROSEMONT AVE","15","36453"
"032XX N FRANCISCO AV","15","36453"
"023XX W 115TH ST","15","36453"
"008XX W 77 ST","15","36453"
"017XX N SPRINGFIELD AV","15","36453"
"003XX W 40TH ST","15","36453"
"050XX W 49TH ST","15","36453"
"110XX S EMERALD AV","15","36453"
"074XX S BALDWIN AVE","15","36453"
"063XX N OLCOTT AVE","15","36453"
"012XX S KOSTNER AV","15","36453"
"111XX S CHAMPLAIN AV","15","36453"
"039XX W GLENLAKE AVE","15","36453"
"012XX W BRYN MAWR AV","15","36453"
"040XX W 47 ST","15","36453"
"002XX W 97TH ST","15","36453"
"023XX N NEWCASTLE AV","15","36453"
"064XX W ARCHER AV","15","36453"
"095XX S EUCLID AV","15","36453"
"053XX N ELSTON AV","15","36453"
"008XX W 104TH ST","15","36453"
"004XX W 123 ST","15","36453"
"013XX E 55TH PL","15","36453"
"035XX W 76 ST","15","36453"
"014XX N SPAULDING AV","15","36453"
"027XX S KARLOV AV","15","36453"
"114XX S KEDZIE AVE","15","36453"
"044XX W BELMONT AV","15","36453"
"012XX W 37TH ST","15","36453"
"034XX N DAMEN AV","15","36453"
"005XX W WASHINGTON BL","15","36453"
"052XX N LOVEJOY AVE","15","36453"
"015XX W OLIVE AV","15","36453"
"028XX W MONTROSE AV","15","36453"
"019XX E 75 ST","15","36453"
"085XX S SPRINGFIELD AVE","15","36453"
"018XX W SUNNYSIDE AV","15","36453"
"038XX N PINE GROVE AV","15","36453"
"058XX S BLACKSTONE AV","15","36453"
"009XX W 29 ST","15","36453"
"048XX W BELLE PLAINE AV","15","36453"
"093XX S HARPER AV","15","36453"
"100XX S PRINCETON AV","15","36453"
"029XX N PARKSIDE AV","15","36453"
"085XX S COTTAGE GROVE AV","15","36453"
"003XX S HOMAN AV","15","36453"
"012XX W 85TH ST","15","36453"
"006XX W 80 ST","15","36453"
"049XX N BELL AV","15","36453"
"020XX W HADDON AV","15","36453"
"110XX S WENTWORTH AV","15","36453"
"057XX S HERMITAGE AV","15","36453"
"109XX S HALE AVE","15","36453"
"035XX W 64 PL","15","36453"
"015XX S KILBOURN AV","15","36453"
"046XX S COTTAGE GROVE","15","36453"
"023XX W 24 PL","15","36453"
"034XX W PETERSON AV","15","36453"
"014XX W 84 ST","15","36453"
"024XX N KILBOURN AV","15","36453"
"024XX N MEADE AV","15","36453"
"011XX W WELLINGTON AV","15","36453"
"062XX S PARK SHORE EAST","15","36453"
"072XX W HOOD AVE","15","36453"
"073XX W LUNT AVE","15","36453"
"035XX W PIERCE AV","15","36453"
"045XX N LAVERGNE AVE","15","36453"
"074XX N HOYNE AV","15","36453"
"011XX E 103RD ST","15","36453"
"055XX N CANFIELD AVE","15","36453"
"004XX N LAWNDALE AV","15","36453"
"025XX W FITCH AV","15","36453"
"045XX N DRAKE AV","15","36453"
"077XX S CRANDON AV","15","36453"
"077XX S REILLY AVE","15","36453"
"018XX W 13TH ST","15","36453"
"013XX W WESTGATE TER","15","36453"
"054XX N LOWELL AVE","15","36453"
"047XX S ARCHER AV","15","36453"
"025XX S NORMAL AVE","15","36453"
"006XX W WASHINGTON BL","15","36453"
"065XX S BELL AV","15","36453"
"121XX S STEWART AV","15","36453"
"035XX W 78 PL","15","36453"
"064XX N BOSWORTH AV","15","36453"
"030XX E 133RD ST","15","36453"
"038XX W JACKSON BL","15","36453"
"031XX N SPAULDING AV","15","36453"
"008XX W 35 PL","15","36453"
"062XX N AVONDALE AVE","15","36453"
"010XX W 53RD ST","15","36453"
"011XX N WASHTENAW AV","15","36453"
"036XX W 60 ST","15","36453"
"013XX S CLARK ST","15","36453"
"006XX W 33RD ST","15","36453"
"014XX W BALMORAL AV","15","36453"
"015XX E 83 PL","15","36453"
"104XX S GREEN BAY AV","15","36453"
"048XX W WAVELAND AV","15","36453"
"043XX S SAWYER AV","15","36453"
"020XX S WOLCOTT AVE","15","36453"
"021XX W SHAKESPEARE AV","15","36453"
"022XX N LAVERGNE AV","15","36453"
"022XX W 49TH ST","15","36453"
"048XX W MEDILL AV","15","36453"
"049XX N NOTTINGHAM AVE","15","36453"
"023XX N PARKSIDE AV","15","36453"
"040XX W BARRY AV","15","36453"
"011XX W 110 PL","15","36453"
"014XX E 91ST ST","15","36453"
"070XX W BYRON ST","15","36453"
"037XX S KEDZIE AV","15","36453"
"115XX S HARVARD AV","15","36453"
"042XX N MAJOR AVE","15","36453"
"033XX N KEATING AV","15","36453"
"106XX S SPAULDING AVE","15","36453"
"045XX N DELPHIA AVE","15","36453"
"045XX S KEDZIE AV","15","36453"
"103XX S CALUMET AV","15","36453"
"046XX N KENNETH AV","15","36453"
"030XX W DEVON AV","15","36453"
"030XX S POPLAR AV","15","36453"
"030XX E 78 ST","15","36453"
"048XX N SPAULDING AV","15","36453"
"096XX S YATES AV","15","36453"
"049XX N HAMILTON AV","15","36453"
"049XX S HOYNE AV","15","36453"
"026XX W 100TH ST","15","36453"
"025XX N KEELER AV","15","36453"
"053XX W NEWPORT AV","15","36453"
"084XX S HERMITAGE AV","15","36453"
"054XX S WALLACE ST","15","36453"
"007XX E 55TH DR","15","36453"
"022XX W TOUHY AV","15","36453"
"007XX E 95 ST","15","36453"
"022XX N AVONDALE AVE","15","36453"
"020XX N LAVERGNE AV","15","36453"
"009XX E 91ST ST","15","36453"
"009XX W 34 ST","15","36453"
"076XX S CHAMPLAIN AV","15","36453"
"038XX W WABANSIA AV","15","36453"
"074XX W ISHAM AVE","15","36453"
"010XX N LAKE SHORE DR NB","15","36453"
"015XX W MONTROSE AV","15","36453"
"010XX W NEWPORT AV","15","36453"
"015XX E 75TH PL","15","36453"
"011XX S KEDZIE AV","15","36453"
"061XX N KIRKWOOD AVE","15","36453"
"064XX N TALMAN AV","15","36453"
"055XX W HADDON AV","15","36453"
"012XX W THORNDALE AV","15","36453"
"004XX S KOLMAR AVE","15","36453"
"124XX S STEWART AV","15","36453"
"042XX S FRANCISCO AV","15","36453"
"023XX S BLUE ISLAND AV","15","36453"
"045XX N RAVENSWOOD AV","15","36453"
"031XX W WABANSIA AV","15","36453"
"005XX E 91 PL","15","36453"
"005XX E MORGAN DR","15","36453"
"065XX N TALMAN AV","15","36453"
"090XX S DREXEL AV","15","36453"
"0000X E 30TH ST","15","36453"
"063XX N CALDWELL AVE","15","36453"
"118XX S STONY ISLAND AVE","15","36453"
"018XX W GREENLEAF AV","15","36453"
"051XX S WASHTENAW AV","15","36453"
"028XX W 86TH ST","15","36453"
"084XX S KEDZIE AV","15","36453"
"108XX S SACRAMENTO AVE","15","36453"
"021XX W 37 ST","15","36453"
"027XX N HARDING AV","15","36453"
"027XX N AUSTIN AV","15","36453"
"011XX E 45 ST","15","36453"
"122XX S ASHLAND AVE","15","36453"
"0000X W 81 ST","15","36453"
"056XX S SAWYER AV","15","36453"
"022XX W PETERSON AVE","15","36453"
"019XX W 66 ST","15","36453"
"042XX W DIVERSEY AV","15","36453"
"062XX W BELMONT AV","15","36453"
"013XX W CARROLL AV","15","36453"
"036XX W 108TH ST","15","36453"
"017XX N NATCHEZ AV","15","36453"
"033XX W REDFIELD DR","15","36453"
"061XX N TRIPP AVE","15","36453"
"053XX S SAWYER AV","15","36453"
"117XX S ARTESIAN AV","15","36453"
"009XX E 50 ST","15","36453"
"028XX W CHICAGO AV","15","36453"
"003XX S RACINE AV","15","36453"
"0000X E 113 PL","15","36453"
"098XX S ELLIS AV","15","36453"
"056XX W BERTEAU AVE","15","36453"
"021XX N ALBANY AV","15","36453"
"043XX W BARRY AVE","15","36453"
"023XX W DIVERSEY AV","15","36453"
"003XX S ASHLAND AV","15","36453"
"025XX W ESTES AV","15","36453"
"046XX W FLOURNOY ST","15","36453"
"105XX S PARNELL AV","15","36453"
"049XX S KOLIN AV","15","36453"
"031XX W BLOOMINGDALE AVE","15","36453"
"065XX N SEELEY AV","15","36453"
"029XX W BERTEAU AVE","15","36453"
"0000X N CALIFORNIA AV","15","36453"
"066XX S LAWNDALE AVE","15","36453"
"067XX N WILDWOOD AVE","15","36453"
"094XX S WOODLAWN AVE","15","36453"
"037XX N LAVERGNE AV","15","36453"
"111XX S KEDZIE AV","15","36453"
"109XX S EBERHART AV","15","36453"
"041XX S KARLOV AVE","15","36453"
"072XX W RASCHER AV","15","36453"
"032XX N OAKLEY AV","15","36453"
"097XX S PRINCETON AV","15","36453"
"009XX N OAKLEY BL","15","36453"
"103XX S RHODES AV","15","36453"
"004XX W BELDEN AV","15","36453"
"031XX W 39 PL","15","36453"
"004XX S LEAMINGTON AVE","15","36453"
"051XX S ALBANY AV","15","36453"
"101XX S CRANDON AV","15","36453"
"104XX S VERNON AV","15","36453"
"002XX N FRANCISCO AV","15","36453"
"045XX W HUTCHINSON AVE","15","36453"
"043XX W WABANSIA AV","15","36453"
"019XX S CANAL ST","15","36453"
"021XX N WOLCOTT AVE","15","36453"
"047XX S AVERS AV","15","36453"
"029XX W GRAND AV","15","36453"
"024XX W 107TH ST","15","36453"
"088XX S PLEASANT AVE","15","36453"
"034XX N KENTON AV","15","36453"
"057XX N NORTHCOTT AVE","15","36453"
"021XX W ARTHUR AV","15","36453"
"002XX N AUSTIN BL","15","36453"
"002XX E 61 ST","15","36453"
"049XX N NEENAH AVE","15","36453"
"018XX E 87 ST","15","36453"
"006XX W WALNUT ST","15","36453"
"023XX N KOSTNER AV","15","36453"
"017XX W AUGUSTA BV","15","36453"
"064XX W 60TH ST","15","36453"
"074XX W CATALPA AVE","15","36453"
"001XX S SPAULDING AVE","15","36453"
"006XX W 36TH ST","15","36453"
"058XX S FRANCISCO AV","15","36453"
"006XX W 109TH ST","15","36453"
"062XX N NATOMA AVE","15","36453"
"027XX E 88TH ST","15","36453"
"029XX N KILBOURN AV","15","36453"
"027XX N SACRAMENTO AV","15","36453"
"010XX E 92ND ST","15","36453"
"022XX W FERDINAND ST","15","36453"
"116XX S NORMAL AV","15","36453"
"060XX W BERTEAU AVE","15","36453"
"022XX W MEDILL AV","15","36453"
"0000X W DOOR C ST","15","36453"
"060XX N RIDGE AV","15","36453"
"0000X S WALLER AV","15","36453"
"077XX W MYRTLE AVE","15","36453"
"059XX W WRIGHTWOOD AV","15","36453"
"013XX E 80TH ST","15","36453"
"056XX S KIMBARK AV","15","36453"
"054XX S LAKE SHORE DR NB","15","36453"
"058XX W TOUHY AVE","15","36453"
"055XX W FARRAGUT AV","15","36453"
"054XX S UNIVERSITY AV","15","36453"
"012XX W 109 PL","15","36453"
"092XX S HOUSTON AV","15","36453"
"025XX S AVERS AV","15","36453"
"035XX N NARRAGANSETT AV","15","36453"
"035XX W 58 ST","15","36453"
"054XX S SHERMAN PARK SD W","15","36453"
"004XX E SUPERIOR ST","15","36453"
"018XX N LAMON AVE","15","36453"
"046XX S ST LOUIS AV","15","36453"
"076XX S MERRILL AV","15","36453"
"068XX N GLENWOOD AV","15","36453"
"122XX S YALE AV","15","36453"
"073XX W MYRTLE AVE","15","36453"
"057XX W BERENICE AV","15","36453"
"008XX N TRIPP AV","15","36453"
"015XX W ARDMORE AV","15","36453"
"044XX W 55 ST","15","36453"
"091XX S BLACKSTONE AV","15","36453"
"019XX W PRYOR AV","15","36453"
"046XX S KILPATRICK AV","15","36453"
"024XX W 74TH ST","15","36453"
"083XX S VERNON AV","15","36453"
"004XX W 26 ST","15","36453"
"004XX W 87 ST","15","36453"
"108XX S EBERHART AV","15","36453"
"017XX S DAMEN AVE","15","36453"
"030XX N WOLCOTT AVE","15","36453"
"015XX W 82 ST","15","36453"
"037XX W BRYN MAWR AV","15","36453"
"036XX W 84 ST","15","36453"
"019XX N KILDARE AV","15","36453"
"059XX S NATOMA AVE","15","36453"
"109XX S BELL AVE","15","36453"
"080XX S HARVARD AV","15","36453"
"010XX W 86TH ST","15","36453"
"111XX S CAMPBELL AV","15","36453"
"038XX S RACINE AVE","15","36453"
"019XX N LACROSSE AV","15","36453"
"029XX N SPAULDING AV","15","36453"
"076XX S LOOMIS BL","15","36453"
"133XX S EDBROOKE AV","15","36453"
"031XX W 107TH ST","15","36453"
"095XX S COMMERCIAL AV","15","36453"
"014XX S PAULINA ST","15","36453"
"023XX N CHILDRENS PZ","15","36453"
"012XX W ROSEMONT AV","15","36453"
"020XX W GREENLEAF AV","15","36453"
"045XX S LOWE AV","15","36453"
"049XX N LARAMIE AVE","15","36453"
"072XX N HARLEM AV","15","36453"
"002XX E 120TH ST","15","36453"
"130XX S ESCANABA AVE","15","36453"
"022XX N NATCHEZ AV","15","36453"
"024XX N DRAKE AV","15","36453"
"085XX S CONSTANCE AV","15","36453"
